"","Name","Description","coords.x1","coords.x2","coords.x3"
"221","Gipsy Hill","<div>Zone 3</div> <div>SE19 1PL</div> <div>Latitude: 51.42447</div> <div>Longitude: -0.083835</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Gipsy Hill"">More info</a> </div>",-0.083835,51.42447,0
"222","Gloucester Road","<div>Zone 1</div> <div>SW7 4SF</div> <div>Latitude: 51.4945</div> <div>Longitude: -0.183544</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Gloucester Road"">More info</a> </div>",-0.183544,51.4945,0
"223","Golders Green","<div>Zone 3</div> <div>NW11 7RN</div> <div>Latitude: 51.572216</div> <div>Longitude: -0.194835</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Golders Green"">More info</a> </div>",-0.194835,51.572216,0
"224","Goldhawk Road","<div>Zone 2</div> <div>W12 8EG</div> <div>Latitude: 51.502077</div> <div>Longitude: -0.227404</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Goldhawk Road"">More info</a> </div>",-0.227404,51.502077,0
"225","Goodge Street","<div>Zone 1</div> <div>W1T 2HF</div> <div>Latitude: 51.520613</div> <div>Longitude: -0.134808</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Goodge Street"">More info</a> </div>",-0.134808,51.520613,0
"226","Goodmayes","<div>Zone 4</div> <div>IG3 9UH</div> <div>Latitude: 51.566181</div> <div>Longitude: 0.11173</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Goodmayes"">More info</a> </div>",0.11173,51.566181,0
"227","Gordon Hill","<div>Zone 5</div> <div>EN2 0QU</div> <div>Latitude: 51.663502</div> <div>Longitude: -0.094473</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Gordon Hill"">More info</a> </div>",-0.094473,51.663502,0
"228","Gospel Oak","<div>Zone 2</div> <div>NW5 1LT</div> <div>Latitude: 51.555405</div> <div>Longitude: -0.151301</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Gospel Oak"">More info</a> </div>",-0.151301,51.555405,0
"229","Grange Hill","<div>Zone 4</div> <div>IG7 5QB</div> <div>Latitude: 51.61348</div> <div>Longitude: 0.092273</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Grange Hill"">More info</a> </div>",0.092273,51.61348,0
"230","Grange Park","<div>Zone 5</div> <div>N21 1RE</div> <div>Latitude: 51.642623</div> <div>Longitude: -0.097314</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Grange Park"">More info</a> </div>",-0.097314,51.642623,0
"231","Gravel Hill","<div>Zone 3,4,5,6</div> <div>CR0 5BJ</div> <div>Latitude: 51.354543</div> <div>Longitude: -0.043122</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Gravel Hill"">More info</a> </div>",-0.043122,51.354543,0
"232","Great Portland Street","<div>Zone 1</div> <div>W1W 5PP</div> <div>Latitude: 51.523789</div> <div>Longitude: -0.143961</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Great Portland Street"">More info</a> </div>",-0.143961,51.523789,0
"233","Green Park","<div>Zone 1</div> <div>W1J 7BX</div> <div>Latitude: 51.50676</div> <div>Longitude: -0.142478</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Green Park"">More info</a> </div>",-0.142478,51.50676,0
"234","Greenford","<div>Zone 4</div> <div>UB6 8PR</div> <div>Latitude: 51.54198</div> <div>Longitude: -0.345879</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Greenford"">More info</a> </div>",-0.345879,51.54198,0
"235","Greenwich","<div>Zone 2,3</div> <div>SE10 8JQ</div> <div>Latitude: 51.477548</div> <div>Longitude: -0.014863</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Greenwich"">More info</a> </div>",-0.014863,51.477548,0
"236","Grove Park","<div>Zone 4</div> <div>SE12 0PW</div> <div>Latitude: 51.430433</div> <div>Longitude: 0.022599</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Grove Park"">More info</a> </div>",0.022599,51.430433,0
"237","Gunnersbury","<div>Zone 3</div> <div>W4 5RP</div> <div>Latitude: 51.491863</div> <div>Longitude: -0.275164</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Gunnersbury"">More info</a> </div>",-0.275164,51.491863,0
"238","Hackbridge","<div>Zone 4</div> <div>SM6 7BJ</div> <div>Latitude: 51.377861</div> <div>Longitude: -0.153879</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Hackbridge"">More info</a> </div>",-0.153879,51.377861,0
"239","Hackney Central","<div>Zone 2</div> <div>E8 1LL</div> <div>Latitude: 51.547257</div> <div>Longitude: -0.05559</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Hackney Central"">More info</a> </div>",-0.05559,51.547257,0
"240","Hackney Downs","<div>Zone 2</div> <div>E8 1LA</div> <div>Latitude: 51.549078</div> <div>Longitude: -0.060185</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Hackney Downs"">More info</a> </div>",-0.060185,51.549078,0
"241","Hackney Wick","<div>Zone 2</div> <div>E9 5ER</div> <div>Latitude: 51.543558</div> <div>Longitude: -0.02526</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Hackney Wick"">More info</a> </div>",-0.02526,51.543558,0
"242","Hadley Wood","<div>Zone 6</div> <div>EN4 0EJ</div> <div>Latitude: 51.668403</div> <div>Longitude: -0.176581</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Hadley Wood"">More info</a> </div>",-0.176581,51.668403,0
"243","Haggerston","<div>Zone 2</div> <div>E8 4DY</div> <div>Latitude: 51.538685</div> <div>Longitude: -0.075595</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Haggerston"">More info</a> </div>",-0.075595,51.538685,0
"244","Hainault","<div>Zone 4</div> <div>IG6 3BD</div> <div>Latitude: 51.602845</div> <div>Longitude: 0.094109</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Hainault"">More info</a> </div>",0.094109,51.602845,0
"245","Hammersmith (District)","<div>Zone 2</div> <div>W6 9YA</div> <div>Latitude: 51.49182</div> <div>Longitude: -0.222861</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Hammersmith (District)"">More info</a> </div>",-0.222861,51.49182,0
"246","Hammersmith (Met.)","<div>Zone 2</div> <div>W6 0ED</div> <div>Latitude: 51.493483</div> <div>Longitude: -0.22464</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Hammersmith (Met.)"">More info</a> </div>",-0.22464,51.493483,0
"247","Hampstead","<div>Zone 2</div> <div>NW3 1QG</div> <div>Latitude: 51.556543</div> <div>Longitude: -0.178015</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Hampstead"">More info</a> </div>",-0.178015,51.556543,0
"248","Hampstead Heath","<div>Zone 3</div> <div>NW3 2QD</div> <div>Latitude: 51.5552</div> <div>Longitude: -0.164566</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Hampstead Heath"">More info</a> </div>",-0.164566,51.5552,0
"249","Hampton","<div>Zone 6</div> <div>TW12 2HU</div> <div>Latitude: 51.41588</div> <div>Longitude: -0.372135</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Hampton"">More info</a> </div>",-0.372135,51.41588,0
"250","Hampton Court","<div>Zone 6</div> <div>KT8 9AE</div> <div>Latitude: 51.402294</div> <div>Longitude: -0.342757</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Hampton Court"">More info</a> </div>",-0.342757,51.402294,0
"251","Hampton Wick","<div>Zone 6</div> <div>KT1 4DQ</div> <div>Latitude: 51.41464</div> <div>Longitude: -0.313104</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Hampton Wick"">More info</a> </div>",-0.313104,51.41464,0
"252","Hanger Lane","<div>Zone 3</div> <div>W5 1DL</div> <div>Latitude: 51.530072</div> <div>Longitude: -0.292996</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Hanger Lane"">More info</a> </div>",-0.292996,51.530072,0
"253","Hanwell","<div>Zone 4</div> <div>W7 3EB</div> <div>Latitude: 51.512186</div> <div>Longitude: -0.338052</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Hanwell"">More info</a> </div>",-0.338052,51.512186,0
"254","Harlesden","<div>Zone 3</div> <div>NW10 8UT</div> <div>Latitude: 51.536258</div> <div>Longitude: -0.257496</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Harlesden"">More info</a> </div>",-0.257496,51.536258,0
"255","Harold Wood","<div>Zone 6</div> <div>RM3 0BL</div> <div>Latitude: 51.593202</div> <div>Longitude: 0.234204</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Harold Wood"">More info</a> </div>",0.234204,51.593202,0
"256","Harringay","<div>Zone 3</div> <div>N4 1RW</div> <div>Latitude: 51.577358</div> <div>Longitude: -0.105208</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Harringay"">More info</a> </div>",-0.105208,51.577358,0
"257","Harringay Green Lanes","<div>Zone 3</div> <div>N4 2NU</div> <div>Latitude: 51.577146</div> <div>Longitude: -0.098217</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Harringay Green Lanes"">More info</a> </div>",-0.098217,51.577146,0
"258","Harrington Road","<div>Zone 3,4,5,6</div> <div>SE25 4NF</div> <div>Latitude: 51.399791</div> <div>Longitude: -0.0607</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Harrington Road"">More info</a> </div>",-0.0607,51.399791,0
"259","Harrow and Wealdstone","<div>Zone 5</div> <div>HA3 7RF</div> <div>Latitude: 51.592595</div> <div>Longitude: -0.334253</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Harrow and Wealdstone"">More info</a> </div>",-0.334253,51.592595,0
"260","Harrow-on-the-Hill","<div>Zone 5</div> <div>HA1 1BB</div> <div>Latitude: 51.579388</div> <div>Longitude: -0.337002</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Harrow-on-the-Hill"">More info</a> </div>",-0.337002,51.579388,0
"261","Hatch End","<div>Zone 6</div> <div>HA5 5LZ</div> <div>Latitude: 51.609829</div> <div>Longitude: -0.369179</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Hatch End"">More info</a> </div>",-0.369179,51.609829,0
"262","Hatton Cross","<div>Zone 5,6</div> <div>TW6 3PF</div> <div>Latitude: 51.466685</div> <div>Longitude: -0.423381</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Hatton Cross"">More info</a> </div>",-0.423381,51.466685,0
"263","Haydons Road","<div>Zone 3</div> <div>SW19 8SL</div> <div>Latitude: 51.425457</div> <div>Longitude: -0.188929</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Haydons Road"">More info</a> </div>",-0.188929,51.425457,0
"264","Hayes","<div>Zone 5</div> <div>BR2 7EN</div> <div>Latitude: 51.375737</div> <div>Longitude: 0.010143</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Hayes"">More info</a> </div>",0.010143,51.375737,0
"265","Hayes and Harlington","<div>Zone 5</div> <div>UB3 4BX</div> <div>Latitude: 51.503049</div> <div>Longitude: -0.420642</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Hayes and Harlington"">More info</a> </div>",-0.420642,51.503049,0
"266","Headstone Lane","<div>Zone 5</div> <div>HA2 6NB</div> <div>Latitude: 51.6025</div> <div>Longitude: -0.356908</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Headstone Lane"">More info</a> </div>",-0.356908,51.6025,0
"267","Heathrow Terminal 4","<div>Zone 6</div> <div>TW6 3AA</div> <div>Latitude: 51.45978</div> <div>Longitude: -0.44773</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Heathrow Terminal 4"">More info</a> </div>",-0.44773,51.45978,0
"268","Heathrow Terminal 5","<div>Zone 6</div> <div>TW6 2GA</div> <div>Latitude: 51.470025</div> <div>Longitude: -0.490648</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Heathrow Terminal 5"">More info</a> </div>",-0.490648,51.470025,0
"269","Heathrow Terminals 1 2 3","<div>Zone 6</div> <div>TW6 1EB</div> <div>Latitude: 51.471289</div> <div>Longitude: -0.452407</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Heathrow Terminals 1 2 3"">More info</a> </div>",-0.452407,51.471289,0
"270","Hendon","<div>Zone 3,4</div> <div>NW4 4PT</div> <div>Latitude: 51.580075</div> <div>Longitude: -0.238631</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Hendon"">More info</a> </div>",-0.238631,51.580075,0
"271","Hendon Central","<div>Zone 3,4</div> <div>NW4 3AS</div> <div>Latitude: 51.583133</div> <div>Longitude: -0.226734</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Hendon Central"">More info</a> </div>",-0.226734,51.583133,0
"272","Herne Hill","<div>Zone 2,3</div> <div>SE24 0JW</div> <div>Latitude: 51.453991</div> <div>Longitude: -0.102563</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Herne Hill"">More info</a> </div>",-0.102563,51.453991,0
"273","Heron Quays","<div>Zone 2</div> <div>E14 4JH</div> <div>Latitude: 51.503387</div> <div>Longitude: -0.021954</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Heron Quays"">More info</a> </div>",-0.021954,51.503387,0
"274","High Barnet","<div>Zone 5</div> <div>EN5 5RP</div> <div>Latitude: 51.651688</div> <div>Longitude: -0.194165</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=High Barnet"">More info</a> </div>",-0.194165,51.651688,0
"275","High Street Kensington","<div>Zone 1</div> <div>W8 5SA</div> <div>Latitude: 51.500729</div> <div>Longitude: -0.191566</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=High Street Kensington"">More info</a> </div>",-0.191566,51.500729,0
"276","Highams Park","<div>Zone 4</div> <div>E4 9LA</div> <div>Latitude: 51.608356</div> <div>Longitude: -0.000135</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Highams Park"">More info</a> </div>",-0.000135,51.608356,0
"277","Highbury and Islington","<div>Zone 2</div> <div>N1 1SE</div> <div>Latitude: 51.546496</div> <div>Longitude: -0.104082</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Highbury and Islington"">More info</a> </div>",-0.104082,51.546496,0
"278","Highgate","<div>Zone 3</div> <div>N6 5BH</div> <div>Latitude: 51.577647</div> <div>Longitude: -0.146935</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Highgate"">More info</a> </div>",-0.146935,51.577647,0
"279","Hillingdon","<div>Zone 6</div> <div>UB10 9NR</div> <div>Latitude: 51.553778</div> <div>Longitude: -0.449898</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Hillingdon"">More info</a> </div>",-0.449898,51.553778,0
"280","Hither Green","<div>Zone 3</div> <div>SE13 5NF</div> <div>Latitude: 51.452402</div> <div>Longitude: -0.000971</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Hither Green"">More info</a> </div>",-0.000971,51.452402,0
"281","Holborn","<div>Zone 1</div> <div>WC2B 6AA</div> <div>Latitude: 51.517236</div> <div>Longitude: -0.119841</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Holborn"">More info</a> </div>",-0.119841,51.517236,0
"282","Holland Park","<div>Zone 2</div> <div>W11 3RB</div> <div>Latitude: 51.507146</div> <div>Longitude: -0.206558</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Holland Park"">More info</a> </div>",-0.206558,51.507146,0
"283","Holloway Road","<div>Zone 2</div> <div>N7 8HS</div> <div>Latitude: 51.552816</div> <div>Longitude: -0.112936</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Holloway Road"">More info</a> </div>",-0.112936,51.552816,0
"284","Homerton","<div>Zone 2</div> <div>E9 5SD</div> <div>Latitude: 51.546595</div> <div>Longitude: -0.038512</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Homerton"">More info</a> </div>",-0.038512,51.546595,0
"285","Honor Oak Park","<div>Zone 3</div> <div>SE23 3LE</div> <div>Latitude: 51.450648</div> <div>Longitude: -0.044153</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Honor Oak Park"">More info</a> </div>",-0.044153,51.450648,0
"286","Hornchurch","<div>Zone 6</div> <div>RM12 6LS</div> <div>Latitude: 51.554355</div> <div>Longitude: 0.218927</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Hornchurch"">More info</a> </div>",0.218927,51.554355,0
"287","Hornsey","<div>Zone 3</div> <div>N8 8SE</div> <div>Latitude: 51.586475</div> <div>Longitude: -0.111816</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Hornsey"">More info</a> </div>",-0.111816,51.586475,0
"288","Hounslow","<div>Zone 5</div> <div>TW3 3DL</div> <div>Latitude: 51.462505</div> <div>Longitude: -0.361796</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Hounslow"">More info</a> </div>",-0.361796,51.462505,0
"289","Hounslow Central","<div>Zone 4</div> <div>TW3 1JG</div> <div>Latitude: 51.470926</div> <div>Longitude: -0.365958</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Hounslow Central"">More info</a> </div>",-0.365958,51.470926,0
"290","Hounslow East","<div>Zone 4</div> <div>TW3 4AB</div> <div>Latitude: 51.473708</div> <div>Longitude: -0.355275</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Hounslow East"">More info</a> </div>",-0.355275,51.473708,0
"291","Hounslow West","<div>Zone 5</div> <div>TW3 3DH</div> <div>Latitude: 51.473106</div> <div>Longitude: -0.385708</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Hounslow West"">More info</a> </div>",-0.385708,51.473106,0
"292","Hoxton","<div>Zone 1,2</div> <div>E2 8HR</div> <div>Latitude: 51.531392</div> <div>Longitude: -0.075586</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Hoxton"">More info</a> </div>",-0.075586,51.531392,0
"293","Hyde Park Corner","<div>Zone 1</div> <div>SW1X 7LY</div> <div>Latitude: 51.502584</div> <div>Longitude: -0.152474</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Hyde Park Corner"">More info</a> </div>",-0.152474,51.502584,0
"294","Ickenham","<div>Zone 6</div> <div>UB10 8PD</div> <div>Latitude: 51.560825</div> <div>Longitude: -0.44158</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Ickenham"">More info</a> </div>",-0.44158,51.560825,0
"295","Ilford","<div>Zone 4</div> <div>IG1 4DU</div> <div>Latitude: 51.559142</div> <div>Longitude: 0.068685</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Ilford"">More info</a> </div>",0.068685,51.559142,0
"296","Imperial Wharf","<div>Zone 2</div> <div>SW6 2HA</div> <div>Latitude: 51.474939</div> <div>Longitude: -0.182838</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Imperial Wharf"">More info</a> </div>",-0.182838,51.474939,0
"297","Island Gardens","<div>Zone 2</div> <div>E14 3FA</div> <div>Latitude: 51.48795</div> <div>Longitude: -0.010493</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Island Gardens"">More info</a> </div>",-0.010493,51.48795,0
"298","Isleworth","<div>Zone 4</div> <div>TW7 4BX</div> <div>Latitude: 51.475037</div> <div>Longitude: -0.337329</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Isleworth"">More info</a> </div>",-0.337329,51.475037,0
"299","Kenley","<div>Zone 6</div> <div>CR8 5JA</div> <div>Latitude: 51.3246</div> <div>Longitude: -0.10122</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Kenley"">More info</a> </div>",-0.10122,51.3246,0
"300","Kennington","<div>Zone 2</div> <div>SE11 4JQ</div> <div>Latitude: 51.488662</div> <div>Longitude: -0.105071</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Kennington"">More info</a> </div>",-0.105071,51.488662,0
"301","Kensal Green","<div>Zone 2</div> <div>NW10 5JT</div> <div>Latitude: 51.530524</div> <div>Longitude: -0.224713</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Kensal Green"">More info</a> </div>",-0.224713,51.530524,0
"302","Kensal Rise","<div>Zone 2</div> <div>NW10 3NT</div> <div>Latitude: 51.534215</div> <div>Longitude: -0.220821</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Kensal Rise"">More info</a> </div>",-0.220821,51.534215,0
"303","Kensington (Olympia)","<div>Zone 2</div> <div>W14 0NE</div> <div>Latitude: 51.49788</div> <div>Longitude: -0.210379</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Kensington (Olympia)"">More info</a> </div>",-0.210379,51.49788,0
"304","Kent House","<div>Zone 4</div> <div>BR3 1HY</div> <div>Latitude: 51.412718</div> <div>Longitude: -0.045816</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Kent House"">More info</a> </div>",-0.045816,51.412718,0
"305","Kentish Town","<div>Zone 2</div> <div>NW5 2AA</div> <div>Latitude: 51.55001</div> <div>Longitude: -0.140471</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Kentish Town"">More info</a> </div>",-0.140471,51.55001,0
"306","Kentish Town West","<div>Zone 2</div> <div>NW5 3LD</div> <div>Latitude: 51.546548</div> <div>Longitude: -0.146756</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Kentish Town West"">More info</a> </div>",-0.146756,51.546548,0
"307","Kenton","<div>Zone 4</div> <div>HA3 0XS</div> <div>Latitude: 51.581496</div> <div>Longitude: -0.315217</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Kenton"">More info</a> </div>",-0.315217,51.581496,0
"308","Kew Bridge","<div>Zone 3</div> <div>TW8 0EF</div> <div>Latitude: 51.490005</div> <div>Longitude: -0.288846</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Kew Bridge"">More info</a> </div>",-0.288846,51.490005,0
"309","Kew Gardens","<div>Zone 3,4</div> <div>TW9 3PZ</div> <div>Latitude: 51.476789</div> <div>Longitude: -0.285381</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Kew Gardens"">More info</a> </div>",-0.285381,51.476789,0
"310","Kidbrooke","<div>Zone 3</div> <div>SE3 9NF</div> <div>Latitude: 51.46269</div> <div>Longitude: 0.0283</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Kidbrooke"">More info</a> </div>",0.0283,51.46269,0
"311","Kilburn","<div>Zone 2</div> <div>NW6 7QL</div> <div>Latitude: 51.546944</div> <div>Longitude: -0.204633</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Kilburn"">More info</a> </div>",-0.204633,51.546944,0
"312","Kilburn High Road","<div>Zone 2</div> <div>NW6 7QL</div> <div>Latitude: 51.537268</div> <div>Longitude: -0.191113</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Kilburn High Road"">More info</a> </div>",-0.191113,51.537268,0
"313","Kilburn Park","<div>Zone 2</div> <div>NW6 5AD</div> <div>Latitude: 51.535136</div> <div>Longitude: -0.193966</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Kilburn Park"">More info</a> </div>",-0.193966,51.535136,0
"314","King George V","<div>Zone 3</div> <div>E16 2JF</div> <div>Latitude: 51.502009</div> <div>Longitude: 0.062206</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=King George V"">More info</a> </div>",0.062206,51.502009,0
"315","King Henry's Drive","<div>Zone 3,4,5,6</div> <div>CR0 0LH</div> <div>Latitude: 51.345364</div> <div>Longitude: -0.020265</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=King Henry's Drive"">More info</a> </div>",-0.020265,51.345364,0
"316","King's Cross","<div>Zone 1</div> <div>N1 9AL</div> <div>Latitude: 51.530798</div> <div>Longitude: -0.122756</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=King's Cross"">More info</a> </div>",-0.122756,51.530798,0
"317","Kings Cross St. Pancras","<div>Zone 1</div> <div>N1 9AL</div> <div>Latitude: 51.530312</div> <div>Longitude: -0.123872</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Kings Cross St. Pancras"">More info</a> </div>",-0.123872,51.530312,0
"318","Kingsbury","<div>Zone 4</div> <div>NW9 9EG</div> <div>Latitude: 51.584877</div> <div>Longitude: -0.278602</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Kingsbury"">More info</a> </div>",-0.278602,51.584877,0
"319","Kingston","<div>Zone 6</div> <div>KT1 1UJ</div> <div>Latitude: 51.412642</div> <div>Longitude: -0.301141</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Kingston"">More info</a> </div>",-0.301141,51.412642,0
"320","Kingswood","<div>Zone 6</div> <div>KT20 6EN</div> <div>Latitude: 51.294723</div> <div>Longitude: -0.211233</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Kingswood"">More info</a> </div>",-0.211233,51.294723,0
"321","Knightsbridge","<div>Zone 1</div> <div>SW3 1ED</div> <div>Latitude: 51.501355</div> <div>Longitude: -0.160664</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Knightsbridge"">More info</a> </div>",-0.160664,51.501355,0
"322","Knockholt","<div>Zone 6</div> <div>TN14 7HR</div> <div>Latitude: 51.345752</div> <div>Longitude: 0.130831</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Knockholt"">More info</a> </div>",0.130831,51.345752,0
"323","Ladbroke Grove","<div>Zone 2</div> <div>W10 6HJ</div> <div>Latitude: 51.517211</div> <div>Longitude: -0.210198</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Ladbroke Grove"">More info</a> </div>",-0.210198,51.517211,0
"324","Ladywell","<div>Zone 3</div> <div>SE13 7XB</div> <div>Latitude: 51.456192</div> <div>Longitude: -0.019244</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Ladywell"">More info</a> </div>",-0.019244,51.456192,0
"325","Lambeth North","<div>Zone 1</div> <div>SE1 7XG</div> <div>Latitude: 51.49913</div> <div>Longitude: -0.111768</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Lambeth North"">More info</a> </div>",-0.111768,51.49913,0
"326","Lancaster Gate","<div>Zone 1</div> <div>W2 4QH</div> <div>Latitude: 51.511891</div> <div>Longitude: -0.17543</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Lancaster Gate"">More info</a> </div>",-0.17543,51.511891,0
"327","Langdon Park","<div>Zone 2</div> <div>E14 6NW</div> <div>Latitude: 51.518884</div> <div>Longitude: -0.015214</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Langdon Park"">More info</a> </div>",-0.015214,51.518884,0
"328","Latimer Road","<div>Zone 2</div> <div>W10 6SZ</div> <div>Latitude: 51.513958</div> <div>Longitude: -0.21746</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Latimer Road"">More info</a> </div>",-0.21746,51.513958,0
"329","Lea Bridge","<div>Zone 3</div> <div>E10 7PG</div> <div>Latitude: 51.566636</div> <div>Longitude: -0.036683</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Lea Bridge"">More info</a> </div>",-0.036683,51.566636,0
"330","Lebanon Road","<div>Zone 3,4,5,6</div> <div>CR0 6SF</div> <div>Latitude: 51.375199</div> <div>Longitude: -0.084974</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Lebanon Road"">More info</a> </div>",-0.084974,51.375199,0
