"","Name","Description","coords.x1","coords.x2","coords.x3"
"111","Charlton","<div>Zone 3</div> <div>SE7 7AB</div> <div>Latitude: 51.486835</div> <div>Longitude: 0.030942</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Charlton"">More info</a> </div>",0.030942,51.486835,0
"112","Cheam","<div>Zone 5</div> <div>SM3 8RZ</div> <div>Latitude: 51.35546</div> <div>Longitude: -0.214211</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Cheam"">More info</a> </div>",-0.214211,51.35546,0
"113","Chelsfield","<div>Zone 6</div> <div>BR6 6EU</div> <div>Latitude: 51.356265</div> <div>Longitude: 0.108984</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Chelsfield"">More info</a> </div>",0.108984,51.356265,0
"114","Chesham","<div>Zone 9</div> <div>HP5 1DH</div> <div>Latitude: 51.70538</div> <div>Longitude: -0.61143</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Chesham"">More info</a> </div>",-0.61143,51.70538,0
"115","Cheshunt","<div>Zone 8</div> <div>EN8 9AQ</div> <div>Latitude: 51.702873</div> <div>Longitude: -0.023887</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Cheshunt"">More info</a> </div>",-0.023887,51.702873,0
"116","Chessington North","<div>Zone 6</div> <div>KT9 2RT</div> <div>Latitude: 51.364243</div> <div>Longitude: -0.300476</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Chessington North"">More info</a> </div>",-0.300476,51.364243,0
"117","Chessington South","<div>Zone 6</div> <div>KT9 2DD</div> <div>Latitude: 51.356705</div> <div>Longitude: -0.307089</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Chessington South"">More info</a> </div>",-0.307089,51.356705,0
"118","Chigwell","<div>Zone 4</div> <div>IG7 6NT</div> <div>Latitude: 51.617858</div> <div>Longitude: 0.076179</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Chigwell"">More info</a> </div>",0.076179,51.617858,0
"119","Chingford","<div>Zone 5</div> <div>E4 6AL</div> <div>Latitude: 51.633253</div> <div>Longitude: 0.009514</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Chingford"">More info</a> </div>",0.009514,51.633253,0
"120","Chipstead","<div>Zone 6</div> <div>CR5 3TD</div> <div>Latitude: 51.309275</div> <div>Longitude: -0.169446</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Chipstead"">More info</a> </div>",-0.169446,51.309275,0
"121","Chislehurst","<div>Zone 5</div> <div>BR7 5NN</div> <div>Latitude: 51.405598</div> <div>Longitude: 0.057492</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Chislehurst"">More info</a> </div>",0.057492,51.405598,0
"122","Chiswick","<div>Zone 3</div> <div>W4 2QE</div> <div>Latitude: 51.480781</div> <div>Longitude: -0.267013</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Chiswick"">More info</a> </div>",-0.267013,51.480781,0
"123","Chiswick Park","<div>Zone 3</div> <div>W4 5NE</div> <div>Latitude: 51.494371</div> <div>Longitude: -0.267737</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Chiswick Park"">More info</a> </div>",-0.267737,51.494371,0
"124","Chorleywood","<div>Zone 7</div> <div>WD3 5ND</div> <div>Latitude: 51.654266</div> <div>Longitude: -0.518334</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Chorleywood"">More info</a> </div>",-0.518334,51.654266,0
"125","Church Street","<div>Zone 3,4,5,6</div> <div>CR0 1RN</div> <div>Latitude: 51.373707</div> <div>Longitude: -0.104347</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Church Street"">More info</a> </div>",-0.104347,51.373707,0
"126","City Thameslink","<div>Zone 1</div> <div>EC4M 7JH</div> <div>Latitude: 51.513935</div> <div>Longitude: -0.103618</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=City Thameslink"">More info</a> </div>",-0.103618,51.513935,0
"127","Clapham Common","<div>Zone 2</div> <div>SW4 7AJ</div> <div>Latitude: 51.461804</div> <div>Longitude: -0.138315</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Clapham Common"">More info</a> </div>",-0.138315,51.461804,0
"128","Clapham High Street","<div>Zone 2</div> <div>SW4 6DQ</div> <div>Latitude: 51.46547</div> <div>Longitude: -0.132465</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Clapham High Street"">More info</a> </div>",-0.132465,51.46547,0
"129","Clapham Junction","<div>Zone 2</div> <div>SW11 2QP</div> <div>Latitude: 51.464367</div> <div>Longitude: -0.170315</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Clapham Junction"">More info</a> </div>",-0.170315,51.464367,0
"130","Clapham North","<div>Zone 2</div> <div>SW4 7TS</div> <div>Latitude: 51.464916</div> <div>Longitude: -0.12991</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Clapham North"">More info</a> </div>",-0.12991,51.464916,0
"131","Clapham South","<div>Zone 2,3</div> <div>SW12 9DU</div> <div>Latitude: 51.452676</div> <div>Longitude: -0.147984</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Clapham South"">More info</a> </div>",-0.147984,51.452676,0
"132","Clapton","<div>Zone 2</div> <div>E5 9JP</div> <div>Latitude: 51.561569</div> <div>Longitude: -0.057489</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Clapton"">More info</a> </div>",-0.057489,51.561569,0
"133","Clock House","<div>Zone 4</div> <div>BR3 4PR</div> <div>Latitude: 51.408541</div> <div>Longitude: -0.040702</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Clock House"">More info</a> </div>",-0.040702,51.408541,0
"134","Cockfosters","<div>Zone 5</div> <div>EN4 0DZ</div> <div>Latitude: 51.652024</div> <div>Longitude: -0.149917</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Cockfosters"">More info</a> </div>",-0.149917,51.652024,0
"135","Colindale","<div>Zone 4</div> <div>NW9 5HR</div> <div>Latitude: 51.595231</div> <div>Longitude: -0.250288</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Colindale"">More info</a> </div>",-0.250288,51.595231,0
"136","Colliers Wood","<div>Zone 3</div> <div>SW19 2HR</div> <div>Latitude: 51.418759</div> <div>Longitude: -0.177415</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Colliers Wood"">More info</a> </div>",-0.177415,51.418759,0
"137","Coombe Lane","<div>Zone 3,4,5,6</div> <div>CR0 5RF</div> <div>Latitude: 51.359789</div> <div>Longitude: -0.059532</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Coombe Lane"">More info</a> </div>",-0.059532,51.359789,0
"138","Coulsdon South","<div>Zone 6</div> <div>CR5 3EA</div> <div>Latitude: 51.315801</div> <div>Longitude: -0.137903</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Coulsdon South"">More info</a> </div>",-0.137903,51.315801,0
"139","Coulsdon Town","<div>Zone 6</div> <div>CR5 2JA</div> <div>Latitude: 51.322453</div> <div>Longitude: -0.134347</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Coulsdon Town"">More info</a> </div>",-0.134347,51.322453,0
"140","Covent Garden","<div>Zone 1</div> <div>WC2E 9JT</div> <div>Latitude: 51.51276</div> <div>Longitude: -0.124507</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Covent Garden"">More info</a> </div>",-0.124507,51.51276,0
"141","Crayford","<div>Zone 6</div> <div>DA1 3PY</div> <div>Latitude: 51.448547</div> <div>Longitude: 0.178503</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Crayford"">More info</a> </div>",0.178503,51.448547,0
"142","Crews Hill","<div>Zone 6</div> <div>EN2 8AY</div> <div>Latitude: 51.684475</div> <div>Longitude: -0.106844</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Crews Hill"">More info</a> </div>",-0.106844,51.684475,0
"143","Cricklewood","<div>Zone 3</div> <div>NW2 1HL</div> <div>Latitude: 51.558423</div> <div>Longitude: -0.212548</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Cricklewood"">More info</a> </div>",-0.212548,51.558423,0
"144","Crofton Park","<div>Zone 3</div> <div>SE4 2RA</div> <div>Latitude: 51.455179</div> <div>Longitude: -0.036547</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Crofton Park"">More info</a> </div>",-0.036547,51.455179,0
"145","Crossharbour and London Arena","<div>Zone 2</div> <div>E14 8AD</div> <div>Latitude: 51.49584</div> <div>Longitude: -0.014933</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Crossharbour and London Arena"">More info</a> </div>",-0.014933,51.49584,0
"146","Crouch Hill","<div>Zone 3</div> <div>N4 4AU</div> <div>Latitude: 51.571327</div> <div>Longitude: -0.117133</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Crouch Hill"">More info</a> </div>",-0.117133,51.571327,0
"147","Croxley","<div>Zone 7</div> <div>WD3 3DY</div> <div>Latitude: 51.647005</div> <div>Longitude: -0.441604</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Croxley"">More info</a> </div>",-0.441604,51.647005,0
"148","Crystal Palace","<div>Zone 3,4</div> <div>SE19 2AZ</div> <div>Latitude: 51.41817</div> <div>Longitude: -0.072607</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Crystal Palace"">More info</a> </div>",-0.072607,51.41817,0
"149","Custom House","<div>Zone 3</div> <div>E16 3BX</div> <div>Latitude: 51.509622</div> <div>Longitude: 0.025773</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Custom House"">More info</a> </div>",0.025773,51.509622,0
"150","Cutty Sark for Maritime Greenwich","<div>Zone 2</div> <div>SE10 9SW</div> <div>Latitude: 51.481944</div> <div>Longitude: -0.010582</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Cutty Sark for Maritime Greenwich"">More info</a> </div>",-0.010582,51.481944,0
"151","Cyprus","<div>Zone 3</div> <div>E6 5PH</div> <div>Latitude: 51.508527</div> <div>Longitude: 0.063841</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Cyprus"">More info</a> </div>",0.063841,51.508527,0
"152","Dagenham Dock","<div>Zone 5</div> <div>RM9 6RA</div> <div>Latitude: 51.526287</div> <div>Longitude: 0.145031</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Dagenham Dock"">More info</a> </div>",0.145031,51.526287,0
"153","Dagenham East","<div>Zone 5</div> <div>RM10 8AA</div> <div>Latitude: 51.544187</div> <div>Longitude: 0.165833</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Dagenham East"">More info</a> </div>",0.165833,51.544187,0
"154","Dagenham Heathway","<div>Zone 5</div> <div>RM9 5AN</div> <div>Latitude: 51.541212</div> <div>Longitude: 0.14768</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Dagenham Heathway"">More info</a> </div>",0.14768,51.541212,0
"155","Dalston Junction","<div>Zone 2</div> <div>E8 3DL</div> <div>Latitude: 51.546094</div> <div>Longitude: -0.074994</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Dalston Junction"">More info</a> </div>",-0.074994,51.546094,0
"156","Dalston Kingsland","<div>Zone 2</div> <div>E8 2JS</div> <div>Latitude: 51.548668</div> <div>Longitude: -0.076227</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Dalston Kingsland"">More info</a> </div>",-0.076227,51.548668,0
"157","Debden","<div>Zone 6</div> <div>IG10 3TG</div> <div>Latitude: 51.645492</div> <div>Longitude: 0.083801</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Debden"">More info</a> </div>",0.083801,51.645492,0
"158","Denmark Hill","<div>Zone 2</div> <div>SE5 8BB</div> <div>Latitude: 51.468201</div> <div>Longitude: -0.090988</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Denmark Hill"">More info</a> </div>",-0.090988,51.468201,0
"159","Deptford","<div>Zone 2</div> <div>SE8 3NU</div> <div>Latitude: 51.47889</div> <div>Longitude: -0.026196</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Deptford"">More info</a> </div>",-0.026196,51.47889,0
"160","Deptford Bridge","<div>Zone 2,3</div> <div>SE10 8BU</div> <div>Latitude: 51.474477</div> <div>Longitude: -0.022052</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Deptford Bridge"">More info</a> </div>",-0.022052,51.474477,0
"161","Devons Road","<div>Zone 2</div> <div>E3 3QX</div> <div>Latitude: 51.522258</div> <div>Longitude: -0.018008</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Devons Road"">More info</a> </div>",-0.018008,51.522258,0
"162","Dollis Hill","<div>Zone 3</div> <div>NW10 5NB</div> <div>Latitude: 51.551851</div> <div>Longitude: -0.238798</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Dollis Hill"">More info</a> </div>",-0.238798,51.551851,0
"163","Drayton Green","<div>Zone 4</div> <div>W13 0JX</div> <div>Latitude: 51.516005</div> <div>Longitude: -0.329611</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Drayton Green"">More info</a> </div>",-0.329611,51.516005,0
"164","Drayton Park","<div>Zone 2</div> <div>N5 1NT</div> <div>Latitude: 51.553078</div> <div>Longitude: -0.10577</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Drayton Park"">More info</a> </div>",-0.10577,51.553078,0
"165","Dundonald Road","<div>Zone 3,4,5,6</div> <div>SW19 3QJ</div> <div>Latitude: 51.417398</div> <div>Longitude: -0.207527</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Dundonald Road"">More info</a> </div>",-0.207527,51.417398,0
"166","Ealing Broadway","<div>Zone 3</div> <div>W5 2NU</div> <div>Latitude: 51.514862</div> <div>Longitude: -0.30201</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Ealing Broadway"">More info</a> </div>",-0.30201,51.514862,0
"167","Ealing Common","<div>Zone 3</div> <div>W5 3LD</div> <div>Latitude: 51.510249</div> <div>Longitude: -0.287151</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Ealing Common"">More info</a> </div>",-0.287151,51.510249,0
"168","Earls Court","<div>Zone 1,2</div> <div>SW5 9QA</div> <div>Latitude: 51.491357</div> <div>Longitude: -0.194314</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Earls Court"">More info</a> </div>",-0.194314,51.491357,0
"169","Earlsfield","<div>Zone 3</div> <div>SW18 4SW</div> <div>Latitude: 51.442239</div> <div>Longitude: -0.187273</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Earlsfield"">More info</a> </div>",-0.187273,51.442239,0
"170","East Acton","<div>Zone 2</div> <div>W12 0BP</div> <div>Latitude: 51.516263</div> <div>Longitude: -0.248112</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=East Acton"">More info</a> </div>",-0.248112,51.516263,0
"171","East Croydon","<div>Zone 5</div> <div>CR0 1LF</div> <div>Latitude: 51.375716</div> <div>Longitude: -0.091863</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=East Croydon"">More info</a> </div>",-0.091863,51.375716,0
"172","East Dulwich","<div>Zone 2</div> <div>SE22 8EF</div> <div>Latitude: 51.461626</div> <div>Longitude: -0.080437</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=East Dulwich"">More info</a> </div>",-0.080437,51.461626,0
"173","East Finchley","<div>Zone 3</div> <div>N2 0NW</div> <div>Latitude: 51.587333</div> <div>Longitude: -0.164744</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=East Finchley"">More info</a> </div>",-0.164744,51.587333,0
"174","East Ham","<div>Zone 3,4</div> <div>E6 2JA</div> <div>Latitude: 51.539246</div> <div>Longitude: 0.051516</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=East Ham"">More info</a> </div>",0.051516,51.539246,0
"175","East India","<div>Zone 2,3</div> <div>E14 9PS</div> <div>Latitude: 51.508684</div> <div>Longitude: -0.00237</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=East India"">More info</a> </div>",-0.00237,51.508684,0
"176","East Putney","<div>Zone 2,3</div> <div>SW15 6SN</div> <div>Latitude: 51.45888</div> <div>Longitude: -0.210998</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=East Putney"">More info</a> </div>",-0.210998,51.45888,0
"177","Eastcote","<div>Zone 5</div> <div>HA5 1QZ</div> <div>Latitude: 51.576552</div> <div>Longitude: -0.396823</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Eastcote"">More info</a> </div>",-0.396823,51.576552,0
"178","Eden Park","<div>Zone 5</div> <div>BR3 3HQ</div> <div>Latitude: 51.390796</div> <div>Longitude: -0.02667</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Eden Park"">More info</a> </div>",-0.02667,51.390796,0
"179","Edgware","<div>Zone 5</div> <div>HA8 7AW</div> <div>Latitude: 51.61423</div> <div>Longitude: -0.275094</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Edgware"">More info</a> </div>",-0.275094,51.61423,0
"180","Edgware Road (Bakerloo)","<div>Zone 1</div> <div>W2 1DY</div> <div>Latitude: 51.520645</div> <div>Longitude: -0.17054</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Edgware Road (Bakerloo)"">More info</a> </div>",-0.17054,51.520645,0
"181","Edgware Road (Circle/District/Hammersmith and City)","<div>Zone 1</div> <div>NW1 5DH</div> <div>Latitude: 51.519998</div> <div>Longitude: -0.167668</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Edgware Road (Circle/District/Hammersmith and City)"">More info</a> </div>",-0.167668,51.519998,0
"182","Edmonton Green","<div>Zone 4</div> <div>N9 9DX</div> <div>Latitude: 51.625116</div> <div>Longitude: -0.061639</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Edmonton Green"">More info</a> </div>",-0.061639,51.625116,0
"183","Elephant and Castle","<div>Zone 1,2</div> <div>SE1 6LW</div> <div>Latitude: 51.495849</div> <div>Longitude: -0.100739</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Elephant and Castle"">More info</a> </div>",-0.100739,51.495849,0
"184","Elm Park","<div>Zone 6</div> <div>RM12 4RW</div> <div>Latitude: 51.549125</div> <div>Longitude: 0.197253</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Elm Park"">More info</a> </div>",0.197253,51.549125,0
"185","Elmers End","<div>Zone 4</div> <div>BR3 4EJ</div> <div>Latitude: 51.398291</div> <div>Longitude: -0.049464</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Elmers End"">More info</a> </div>",-0.049464,51.398291,0
"186","Elmstead Woods","<div>Zone 4</div> <div>BR7 5EW</div> <div>Latitude: 51.417081</div> <div>Longitude: 0.044229</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Elmstead Woods"">More info</a> </div>",0.044229,51.417081,0
"187","Elstree and Borehamwood","<div>Zone 6</div> <div>WD6 3LS</div> <div>Latitude: 51.652876</div> <div>Longitude: -0.279829</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Elstree and Borehamwood"">More info</a> </div>",-0.279829,51.652876,0
"188","Eltham","<div>Zone 4</div> <div>SE9 6UB</div> <div>Latitude: 51.455662</div> <div>Longitude: 0.052329</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Eltham"">More info</a> </div>",0.052329,51.455662,0
"189","Elverson Road","<div>Zone 2,3</div> <div>SE8 4LA</div> <div>Latitude: 51.468372</div> <div>Longitude: -0.016816</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Elverson Road"">More info</a> </div>",-0.016816,51.468372,0
"190","Embankment","<div>Zone 1</div> <div>WC2N 6NS</div> <div>Latitude: 51.507312</div> <div>Longitude: -0.122367</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Embankment"">More info</a> </div>",-0.122367,51.507312,0
"191","Emerson Park","<div>Zone 6</div> <div>RM11 2JR</div> <div>Latitude: 51.569115</div> <div>Longitude: 0.220223</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Emerson Park"">More info</a> </div>",0.220223,51.569115,0
"192","Enfield Chase","<div>Zone 5</div> <div>EN2 7AA</div> <div>Latitude: 51.652722</div> <div>Longitude: -0.090704</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Enfield Chase"">More info</a> </div>",-0.090704,51.652722,0
"193","Enfield Lock","<div>Zone 6</div> <div>EN3 6BW</div> <div>Latitude: 51.670846</div> <div>Longitude: -0.028391</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Enfield Lock"">More info</a> </div>",-0.028391,51.670846,0
"194","Enfield Town","<div>Zone 5</div> <div>EN1 1YB</div> <div>Latitude: 51.65197</div> <div>Longitude: -0.07933</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Enfield Town"">More info</a> </div>",-0.07933,51.65197,0
"195","Epping","<div>Zone 6</div> <div>CM16 4HW</div> <div>Latitude: 51.693686</div> <div>Longitude: 0.113826</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Epping"">More info</a> </div>",0.113826,51.693686,0
"196","Epsom Downs","<div>Zone 6</div> <div>KT17 4JX</div> <div>Latitude: 51.323659</div> <div>Longitude: -0.23897</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Epsom Downs"">More info</a> </div>",-0.23897,51.323659,0
"197","Erith","<div>Zone 6</div> <div>DA8 1TY</div> <div>Latitude: 51.481648</div> <div>Longitude: 0.174261</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Erith"">More info</a> </div>",0.174261,51.481648,0
"198","Essex Road","<div>Zone 2</div> <div>N1 2SU</div> <div>Latitude: 51.540633</div> <div>Longitude: -0.096366</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Essex Road"">More info</a> </div>",-0.096366,51.540633,0
"199","Euston","<div>Zone 1</div> <div>NW1 2DU</div> <div>Latitude: 51.528664</div> <div>Longitude: -0.133296</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Euston"">More info</a> </div>",-0.133296,51.528664,0
"200","Euston Square","<div>Zone 1</div> <div>NW1 2BN</div> <div>Latitude: 51.528664</div> <div>Longitude: -0.133296</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Euston Square"">More info</a> </div>",-0.133296,51.528664,0
"201","Ewell East","<div>Zone 6</div> <div>KT17 1QR</div> <div>Latitude: 51.345244</div> <div>Longitude: -0.241503</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Ewell East"">More info</a> </div>",-0.241503,51.345244,0
"202","Ewell West","<div>Zone 6</div> <div>KT17 1TU</div> <div>Latitude: 51.349991</div> <div>Longitude: -0.257089</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Ewell West"">More info</a> </div>",-0.257089,51.349991,0
"203","Fairlop","<div>Zone 4</div> <div>IG6 3HD</div> <div>Latitude: 51.59611</div> <div>Longitude: 0.090593</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Fairlop"">More info</a> </div>",0.090593,51.59611,0
"204","Falconwood","<div>Zone 4</div> <div>SE9 2RN</div> <div>Latitude: 51.459086</div> <div>Longitude: 0.07851</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Falconwood"">More info</a> </div>",0.07851,51.459086,0
"205","Farringdon","<div>Zone 1</div> <div>EC1M 6BY</div> <div>Latitude: 51.520196</div> <div>Longitude: -0.104843</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Farringdon"">More info</a> </div>",-0.104843,51.520196,0
"206","Feltham","<div>Zone 6</div> <div>TW13 4BY</div> <div>Latitude: 51.447879</div> <div>Longitude: -0.409824</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Feltham"">More info</a> </div>",-0.409824,51.447879,0
"207","Fenchurch Street","<div>Zone 1</div> <div>EC3M 4AJ</div> <div>Latitude: 51.511567</div> <div>Longitude: -0.078554</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Fenchurch Street"">More info</a> </div>",-0.078554,51.511567,0
"208","Fieldway","<div>Zone 3,4,5,6</div> <div>CR0 0QA</div> <div>Latitude: 51.351317</div> <div>Longitude: -0.024503</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Fieldway"">More info</a> </div>",-0.024503,51.351317,0
"209","Finchley Central","<div>Zone 4</div> <div>N3 2RY</div> <div>Latitude: 51.600903</div> <div>Longitude: -0.193221</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Finchley Central"">More info</a> </div>",-0.193221,51.600903,0
"210","Finchley Road","<div>Zone 2</div> <div>NW6 3BS</div> <div>Latitude: 51.547096</div> <div>Longitude: -0.180051</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Finchley Road"">More info</a> </div>",-0.180051,51.547096,0
"211","Finchley Road and Frognal","<div>Zone 2</div> <div>NW3 5HT</div> <div>Latitude: 51.550119</div> <div>Longitude: -0.183651</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Finchley Road and Frognal"">More info</a> </div>",-0.183651,51.550119,0
"212","Finsbury Park","<div>Zone 2</div> <div>N4 3JU</div> <div>Latitude: 51.564635</div> <div>Longitude: -0.105881</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Finsbury Park"">More info</a> </div>",-0.105881,51.564635,0
"213","Forest Gate","<div>Zone 3</div> <div>E7 0QH</div> <div>Latitude: 51.549316</div> <div>Longitude: 0.024189</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Forest Gate"">More info</a> </div>",0.024189,51.549316,0
"214","Forest Hill","<div>Zone 3</div> <div>SE23 3HD</div> <div>Latitude: 51.439308</div> <div>Longitude: -0.053329</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Forest Hill"">More info</a> </div>",-0.053329,51.439308,0
"215","Fulham Broadway","<div>Zone 2</div> <div>SW6 1BY</div> <div>Latitude: 51.480261</div> <div>Longitude: -0.195544</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Fulham Broadway"">More info</a> </div>",-0.195544,51.480261,0
"216","Fulwell","<div>Zone 6</div> <div>TW2 5NY</div> <div>Latitude: 51.433943</div> <div>Longitude: -0.349439</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Fulwell"">More info</a> </div>",-0.349439,51.433943,0
"217","Gallions Reach","<div>Zone 3</div> <div>E6 6FZ</div> <div>Latitude: 51.509034</div> <div>Longitude: 0.071775</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Gallions Reach"">More info</a> </div>",0.071775,51.509034,0
"218","Gants Hill","<div>Zone 4</div> <div>IG2 6UD</div> <div>Latitude: 51.576553</div> <div>Longitude: 0.066084</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Gants Hill"">More info</a> </div>",0.066084,51.576553,0
"219","George Street","<div>Zone 3,4,5,6</div> <div>CRO 1LA</div> <div>Latitude: 51.373966</div> <div>Longitude: -0.098718</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=George Street"">More info</a> </div>",-0.098718,51.373966,0
"220","Gidea Park","<div>Zone 6</div> <div>RM2 6BX</div> <div>Latitude: 51.581866</div> <div>Longitude: 0.205977</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Gidea Park"">More info</a> </div>",0.205977,51.581866,0
